country,year_month,protest_count,protest_any,violence_count,violence_any,fatalities,protest_days,violence_any_t1,violence_count_t1,escalation,protest_count_t_1,protest_growth,recent_violence,year,protest_count_dm,protest_growth_dm,recent_violence_dm,protest_count_t_2,protest_acceleration,democracy_index,inflation,gdp_growth,unemployment,inflation_lag1,gdp_growth_lag1,unemployment_lag1,gini,escalation_transition,escalation_spike,gdp_growth_lag1_missing,inflation_lag1_missing,unemployment_lag1_missing,democracy_index_dm,protest_acceleration_dm,gdp_growth_lag1_dm,inflation_lag1_dm,unemployment_lag1_dm,risk,actual,risk_bin
Argentina,2024-07,84,1,9,1,0,28,1.0,3.0,1,97.0,-13.0,1,2024,-103.44827586206895,-14.327586206896552,0.0,151.0,41.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,42.224137931034484,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9875471391328356,0,"(0.753, 0.988]"
Argentina,2024-12,83,1,9,1,0,27,1.0,4.0,1,119.0,-36.0,1,2024,-104.44827586206895,-37.327586206896555,0.0,297.0,142.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,143.22413793103448,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9870889720417473,0,"(0.753, 0.988]"
Argentina,2024-06,97,1,8,1,0,25,1.0,9.0,1,151.0,-54.0,1,2024,-90.44827586206895,-55.327586206896555,0.0,118.0,-87.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,-85.77586206896552,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9863512856534998,0,"(0.753, 0.988]"
Argentina,2024-02,120,1,6,1,0,22,1.0,4.0,1,150.0,-30.0,1,2024,-67.44827586206895,-31.32758620689655,0.0,134.0,-46.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,-44.775862068965516,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9854375730408984,0,"(0.753, 0.988]"
Argentina,2024-03,139,1,4,1,0,25,1.0,4.0,1,120.0,19.0,1,2024,-48.448275862068954,17.67241379310345,0.0,150.0,49.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,50.224137931034484,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9851120794911115,0,"(0.753, 0.988]"
Argentina,2024-05,151,1,16,1,3,26,1.0,8.0,1,118.0,33.0,1,2024,-36.448275862068954,31.67241379310345,0.0,139.0,54.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,55.224137931034484,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9846558011711268,0,"(0.753, 0.988]"
Argentina,2024-10,297,1,16,1,0,28,1.0,5.0,1,94.0,203.0,1,2024,109.55172413793105,201.67241379310346,0.0,86.0,195.0,6.51,219.883929014578,-1.34293072157739,7.15,219.883929014578,-1.34293072157739,7.15,42.4,0,0,0,0,0,-0.41689655172413786,196.22413793103448,-1.6864209301768052,169.85873718280175,-2.104396551724138,0.9776836093679158,0,"(0.753, 0.988]"
Argentina,2024-01,150,1,5,1,0,28,1.0,6.0,1,134.0,16.0,1,2024,-37.448275862068954,14.672413793103448,0.0,120.0,2.0,6.51,219.883929014578,-1.34293072157739,7.15,133.488935594175,-1.85578803046339,6.139,42.4,0,0,0,0,0,-0.41689655172413786,3.2241379310344827,-2.199278239062805,83.46374376239872,-3.115396551724138,0.900378391793864,0,"(0.753, 0.988]"
Brazil,2024-02,50,1,362,1,319,21,1.0,414.0,1,91.0,-41.0,1,2024,-288.63793103448273,-37.258620689655174,0.0,78.0,-54.0,6.49,4.36746407652337,3.41931516597739,6.801,4.36746407652337,3.41931516597739,6.801,,0,0,0,0,0,-0.38482758620689683,-33.94827586206897,1.9489108013994478,-1.242042271397482,-5.313689655172414,0.770137376058368,0,"(0.753, 0.988]"
Brazil,2024-08,62,1,462,1,363,24,1.0,488.0,1,76.0,-14.0,1,2024,-276.63793103448273,-10.258620689655173,0.0,83.0,-7.0,6.49,4.36746407652337,3.41931516597739,6.801,4.36746407652337,3.41931516597739,6.801,,0,0,0,0,0,-0.38482758620689683,13.051724137931036,1.9489108013994478,-1.242042271397482,-5.313689655172414,0.7669374065269827,0,"(0.753, 0.988]"
